chat_id,officer,question,ai_response,date_time,tokens_used
CHAT0955,Officer92,IPC section for theft?,AI generated response,2026-07-01T10:24:00,839
CHAT0956,Officer12,What is the procedure for arrest?,AI generated response,2026-07-09T15:53:00,184
CHAT0957,Officer95,Evidence required in cybercrime?,AI generated response,2026-07-07T09:58:00,637
CHAT0958,Officer97,IPC section for theft?,AI generated response,2026-07-05T15:28:00,646
CHAT0959,Officer90,How to file a missing person case?,AI generated response,2026-07-04T16:45:00,486
CHAT0960,Officer38,What is the procedure for arrest?,AI generated response,2026-07-07T15:35:00,824
CHAT0961,Officer33,What is the procedure for arrest?,AI generated response,2026-07-08T12:00:00,539
CHAT0962,Officer15,IPC section for theft?,AI generated response,2026-07-06T10:42:00,869
CHAT0963,Officer6,How to file a missing person case?,AI generated response,2026-07-02T17:46:00,567
CHAT0964,Officer36,IPC section for theft?,AI generated response,2026-07-06T15:50:00,749
CHAT0965,Officer63,Evidence required in cybercrime?,AI generated response,2026-07-05T09:04:00,790
CHAT0966,Officer9,How to file a missing person case?,AI generated response,2026-07-03T09:19:00,362
CHAT0967,Officer1,Evidence required in cybercrime?,AI generated response,2026-07-01T10:12:00,843
CHAT0968,Officer67,What is the procedure for arrest?,AI generated response,2026-07-03T14:34:00,998
CHAT0969,Officer12,What is the procedure for arrest?,AI generated response,2026-07-07T12:00:00,1118
CHAT0970,Officer47,Evidence required in cybercrime?,AI generated response,2026-07-07T13:26:00,961
CHAT0971,Officer63,How to file a missing person case?,AI generated response,2026-07-06T17:06:00,1162
CHAT0972,Officer21,Evidence required in cybercrime?,AI generated response,2026-07-03T18:45:00,561
CHAT0973,Officer84,How to file a missing person case?,AI generated response,2026-07-07T11:56:00,498
CHAT0974,Officer85,How to file a missing person case?,AI generated response,2026-07-02T10:13:00,523
CHAT0975,Officer72,Evidence required in cybercrime?,AI generated response,2026-07-03T09:17:00,231
CHAT0976,Officer42,How to register an FIR?,AI generated response,2026-07-04T10:04:00,426
CHAT0977,Officer94,How to file a missing person case?,AI generated response,2026-07-04T14:26:00,665
CHAT0978,Officer74,IPC section for theft?,AI generated response,2026-07-08T09:39:00,508
CHAT0979,Officer78,IPC section for theft?,AI generated response,2026-07-04T10:37:00,789
CHAT0980,Officer88,Evidence required in cybercrime?,AI generated response,2026-07-04T17:33:00,1147
CHAT0981,Officer42,IPC section for theft?,AI generated response,2026-07-08T10:37:00,427
CHAT0982,Officer26,What is the procedure for arrest?,AI generated response,2026-07-04T10:36:00,911
CHAT0983,Officer13,How to file a missing person case?,AI generated response,2026-07-07T15:44:00,913
CHAT0984,Officer49,Evidence required in cybercrime?,AI generated response,2026-07-07T18:51:00,343
CHAT0985,Officer68,IPC section for theft?,AI generated response,2026-07-07T10:26:00,884
CHAT0986,Officer33,IPC section for theft?,AI generated response,2026-07-08T16:59:00,794
CHAT0987,Officer97,Evidence required in cybercrime?,AI generated response,2026-07-01T11:05:00,1179
CHAT0988,Officer51,How to file a missing person case?,AI generated response,2026-07-05T16:16:00,242
CHAT0989,Officer30,Evidence required in cybercrime?,AI generated response,2026-07-04T17:20:00,267
CHAT0990,Officer83,Evidence required in cybercrime?,AI generated response,2026-07-09T13:26:00,665
CHAT0991,Officer73,What is the procedure for arrest?,AI generated response,2026-07-09T09:01:00,510
CHAT0992,Officer51,Evidence required in cybercrime?,AI generated response,2026-07-09T10:17:00,332
CHAT0993,Officer62,How to file a missing person case?,AI generated response,2026-07-05T14:13:00,272
CHAT0994,Officer67,Evidence required in cybercrime?,AI generated response,2026-07-01T14:27:00,1024
CHAT0995,Officer44,What is the procedure for arrest?,AI generated response,2026-07-03T13:04:00,1128
CHAT0996,Officer28,How to register an FIR?,AI generated response,2026-07-09T13:03:00,708
CHAT0997,Officer61,Evidence required in cybercrime?,AI generated response,2026-07-07T11:27:00,553
CHAT0998,Officer30,IPC section for theft?,AI generated response,2026-07-05T13:05:00,1181
CHAT0999,Officer79,How to file a missing person case?,AI generated response,2026-07-02T10:47:00,1005
CHAT1000,Officer92,How to file a missing person case?,AI generated response,2026-07-03T14:04:00,512
